image_name,local_path,url,title,category,yolo_label,search_type
3b5c4ef220420b75.jpg,dataset_images/epc/3b5c4ef220420b75.jpg,https://www.digikala.com/product/dkp-5051796/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A2%D8%B1-%D9%85%D8%AF%D9%84-v-390-%D8%A8%D8%A7-%D8%AA%DB%8C%D8%BA%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%B6%D8%AF-%D8%B2%D9%86%DA%AF-%D8%AA%DA%A9%D9%86%D9%88%D9%84%D9%88%DA%98%DB%8C-%D8%B4%DB%8C%D9%88-%D9%81%D9%88%DB%8C%D9%84%DB%8C-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-%D9%82%D8%A7%D8%A8%D9%84-%D8%B4%D8%A7%D8%B1%DA%98-%D8%A8%D8%A7-45-%D8%AF%D9%82%DB%8C%D9%82%D9%87-%D8%B2%D9%85%D8%A7%D9%86-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D9%88-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D8%B1%DA%AF%D9%88%D9%86%D9%88%D9%85%DB%8C%DA%A9/,,epc,product,product
468164f29fba073e.jpg,dataset_images/epc/468164f29fba073e.jpg,https://www.digikala.com/product/dkp-17670002/%D8%A8%D9%86%D8%AF-%D8%A7%D9%86%D8%AF%D8%A7%D8%B2-%D8%A8%D8%B1%D9%82%DB%8C-%D8%A7%D9%86%D8%B2%D9%88-%D9%BE%D8%B1%D9%88%D9%81%DB%8C%D8%B4%DB%8C%D9%86%D8%A7%D9%84-%D9%85%D8%AF%D9%84-en-6083a/,,epc,product,product
487e06a9e2167e3a.jpg,dataset_images/epc/487e06a9e2167e3a.jpg,https://www.digikala.com/product/dkp-21977066/%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D8%AD%D8%B1%D9%81%D9%87-%D8%A7%DB%8C-2200-%D9%88%D8%A7%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-v-463/,,epc,product,product
4ab6844afe5ae025.jpg,dataset_images/epc/4ab6844afe5ae025.jpg,https://www.digikala.com/product/dkp-18679706/%D9%81%D8%B1-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88-%D8%B4%DB%8C%DA%AF%D9%84%D9%85-%D9%85%D8%AF%D9%84-32-mm/,,epc,product,product
4c9fb9f298dd0428.jpg,dataset_images/epc/4c9fb9f298dd0428.jpg,https://www.digikala.com/product/dkp-2118294/%D9%85%D9%88%D8%B2%D9%86-%DA%AF%D9%88%D8%B4-%D8%A8%DB%8C%D9%86%DB%8C-%D9%88-%D8%A7%D8%A8%D8%B1%D9%88-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-km-312/,,epc,product,product
4ec4e7c55c7663fa.jpg,dataset_images/epc/4ec4e7c55c7663fa.jpg,https://www.digikala.com/product/dkp-19391992/%D8%A7%D8%AA%D9%88-%D9%85%D9%88-%DA%A9%D9%86%D9%88%D8%B1%D8%AB-%D9%85%D8%AF%D9%84-kw3096/,,epc,product,product
51da3d3df6def13b.jpg,dataset_images/epc/51da3d3df6def13b.jpg,https://www.digikala.com/product/dkp-4381063/%D9%81%D8%B1-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-km-1010/,,epc,product,product
554be13e62eeffc5.jpg,dataset_images/epc/554be13e62eeffc5.jpg,https://www.digikala.com/product/dkp-4058473/%D8%AF%D8%B1%D9%85%D8%A7%D8%B1%D9%88%D9%84%D8%B1-%D8%AF%DB%8C-%D8%A2%D8%B1-%D8%A7%D8%B3-%D9%85%D8%AF%D9%84-%D8%AF%DB%8C-%D8%A2%D8%B1-%D8%A7%D8%B3-1/,,epc,product,product
55ab833615802c3e.jpg,dataset_images/epc/55ab833615802c3e.jpg,https://www.digikala.com/product/dkp-21094749/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%DA%A9%D9%86%DA%AF-%D8%AA%DA%A9-%D9%85%D8%AF%D9%84-g44/,,epc,product,product
57474528de99d354.jpg,dataset_images/epc/57474528de99d354.jpg,https://www.digikala.com/product/dkp-21459713/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-9551-%D8%A8%D8%A7-%D8%AA%DB%8C%D8%BA%D9%87-%D8%AA%DB%8C%D8%AA%D8%A7%D9%86%DB%8C%D9%88%D9%85-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%B5%D9%81%D8%B1-%D8%B2%D9%86-%D9%88-%D8%AE%D8%B7-%D8%B2%D9%86-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-%D8%AE%D8%B4%DA%A9-%D9%88-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%B1-%D8%B4%D8%A7%D8%B1%DA%98-%D8%AA%DB%8C%D8%BA%D9%87-%D8%AE%D9%88%D8%AF%D8%AA%DB%8C%D8%B2%D8%B4%D9%88%D9%86%D8%AF%D9%87-%D8%B6%D8%AF-%D8%A7%D9%84%D8%AA%D9%87%D8%A7%D8%A8-%D9%82%D9%81%D9%84-%D8%A7%DB%8C%D9%85%D9%86%DB%8C-%D8%AA%D8%A7%DB%8C%D9%85%D8%B1%D8%AF%D8%A7%D8%B1-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D8%A8%D8%B1%D8%B3-%D8%AA%D9%85%DB%8C%D8%B2%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B1%D9%88%D8%BA%D9%86-%DA%A9%D8%A7%D8%A8%D9%84-%D8%B4%D8%A7%D8%B1%DA%98-usb-%D9%88-%D8%B4%D8%A7%D9%86%D9%87/,,epc,product,product
5b4308021c858bef.jpg,dataset_images/epc/5b4308021c858bef.jpg,https://www.digikala.com/product/dkp-17659745/%D8%A7%D9%BE%DB%8C%D9%84%D8%A7%D8%AA%D9%88%D8%B1-%D8%A8%D8%B1%D8%A7%D9%88%D9%86-%D9%85%D8%AF%D9%84-se3000/,,epc,product,product
5b831571c977c48a.jpg,dataset_images/epc/5b831571c977c48a.jpg,https://www.digikala.com/product/dkp-21673588/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%DA%A9%D9%86%DA%AF-%D8%AA%DA%A9-%D9%85%D8%AF%D9%84-kiddo/,,epc,product,product
608f5ec91889eb33.jpg,dataset_images/epc/608f5ec91889eb33.jpg,https://www.digikala.com/product/dkp-4032934/%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%AF%D8%B1%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C-%D9%85%D8%AF%D9%84-hy9/,,epc,product,product
61ad9ee5d033feb5.jpg,dataset_images/epc/61ad9ee5d033feb5.jpg,https://www.digikala.com/product/dkp-4777339/%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D9%86%DB%8C%D8%AF%D9%84%DB%8C%D9%86%DA%AF-%D8%AF%DA%A9%D8%AA%D8%B1%D9%BE%D9%86-%D9%85%D8%AF%D9%84-ultima-a6/,,epc,product,product
63af4f77f0c5eccb.jpg,dataset_images/epc/63af4f77f0c5eccb.jpg,https://www.digikala.com/product/dkp-18581176/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%D8%A8%D8%AF%D9%86-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-mg592015/,,epc,product,product
64b970b56c52b9e7.jpg,dataset_images/epc/64b970b56c52b9e7.jpg,https://www.digikala.com/product/dkp-3487330/%D9%82%D8%B7%D8%B9%D8%A7%D8%AA-%DB%8C%D8%AF%DA%A9-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%DA%A9%D8%AF-%DB%B1%DB%B4%DB%B0%DB%B0/,,epc,product,product
6ac65ac14bfa0888.jpg,dataset_images/epc/6ac65ac14bfa0888.jpg,https://www.digikala.com/product/dkp-16764103/%D8%A7%D8%AA%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D8%AF%D9%84-hd-7067/,,epc,remote,electronics
6e4e038a45e23026.jpg,dataset_images/epc/6e4e038a45e23026.jpg,https://www.digikala.com/product/dkp-9232992/%D9%81%D8%B1-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-v-597/,,epc,product,product
7898e45068d71a09.jpg,dataset_images/epc/7898e45068d71a09.jpg,https://www.digikala.com/product/dkp-22561775/%D8%A7%D8%AA%D9%88-%D9%85%D9%88-%D9%85%D8%AF%D9%84-luxe-%D8%A8%D8%A7-%D9%82%D8%A7%D8%A8%D9%84%DB%8C%D8%AA-%D8%AA%D9%86%D8%B8%DB%8C%D9%85-%D8%AF%D9%85%D8%A7-%D9%88-%D8%AD%D8%AF%D8%A7%DA%A9%D8%AB%D8%B1-%D8%AF%D9%85%D8%A7%DB%8C-220-%D8%AF%D8%B1%D8%AC%D9%87-%D8%B3%D8%A7%D9%86%D8%AA%DB%8C%DA%AF%D8%B1%D8%A7%D8%AF/,,epc,product,product
7ec97db008466c49.jpg,dataset_images/epc/7ec97db008466c49.jpg,https://www.digikala.com/product/dkp-21642643/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%D8%A8%D8%AF%D9%86-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%D9%85%D8%AF%D9%84-lt-809/,,epc,product,product
7f5483033c742c24.jpg,dataset_images/epc/7f5483033c742c24.jpg,https://www.digikala.com/product/dkp-8779966/%D8%AF%DB%8C%D8%B3%D9%BE%D8%A7%D9%86%D8%B3%D8%B1-%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-fashion-%D8%A8%D8%A7-%D9%85%D9%88%D8%AA%D9%88%D8%B1-ac-%D9%88-%D9%88%D8%B2%D9%86-20-%DA%AF%D8%B1%D9%85/,,epc,product,product
80495c69bcf36c14.jpg,dataset_images/epc/80495c69bcf36c14.jpg,https://www.digikala.com/product/dkp-3432086/%D8%B4%D8%A7%D9%86%D9%87-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%D8%B2%D8%B1-%D9%85%D8%AF%D9%84-kft43-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D9%87-8-%D8%B9%D8%AF%D8%AF%DB%8C/,,epc,product,product
876a43f899c085ca.jpg,dataset_images/epc/876a43f899c085ca.jpg,https://www.digikala.com/product/dkp-9896412/%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D8%AD%D8%B1%D9%81%D9%87%D8%A7%DB%8C-2200-%D9%88%D8%A7%D8%AA-%D9%88%DB%8C%D9%86%D8%B3%D9%86%D8%AA-%D9%85%D8%AF%D9%84-hd5322-%D9%85%D9%88%D8%AA%D9%88%D8%B1-ac-%D9%88%D8%B2%D9%86-1100-%DA%AF%D8%B1%D9%85/,,epc,product,product
891edf4da79738a7.jpg,dataset_images/epc/891edf4da79738a7.jpg,https://www.digikala.com/product/dkp-15587578/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A2%D8%B1-%D9%85%D8%AF%D9%84-v-906-%D8%A8%D8%A7-%D8%AA%DB%8C%D8%BA%D9%87-%D8%B3%D8%B1%D8%A7%D9%85%DB%8C%DA%A9%DB%8C-%D9%BE%D9%88%D8%B4%D8%B4-dlc-%D9%85%D9%88%D8%AA%D9%88%D8%B1-9000-%D8%AF%D9%88%D8%B1-%D8%AF%D8%B1-%D8%AF%D9%82%DB%8C%D9%82%D9%87-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-2000-%D9%85%DB%8C%D9%84%DB%8C%D8%A2%D9%85%D9%BE%D8%B1-%D8%B3%D8%A7%D8%B9%D8%AA-%D8%A8%D8%A7-240-%D8%AF%D9%82%DB%8C%D9%82%D9%87-%D8%B9%D9%85%D8%B1-%D8%B4%D8%A7%D8%B1%DA%98-%D8%B5%D9%81%D8%AD%D9%87-%D9%86%D9%85%D8%A7%DB%8C%D8%B4-led-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D8%B1%DA%AF%D9%88%D9%86%D9%88%D9%85%DB%8C%DA%A9-%D9%88-%D9%85%D9%82%D8%A7%D9%88%D9%85-%D9%82%D8%A7%D8%A8%D9%84%DB%8C%D8%AA-%D8%B5%D9%81%D8%B1%D8%B2%D9%86-%D8%AE%D8%B7-%D8%B2%D9%86-%D9%88-%D8%AD%D8%AC%D9%85-%D8%B2%D9%86/,,epc,product,product
8c85445017dd2582.jpg,dataset_images/epc/8c85445017dd2582.jpg,https://www.digikala.com/product/dkp-16187751/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-km-5027/,,epc,product,product
8e3369003ed6ecbc.jpg,dataset_images/epc/8e3369003ed6ecbc.jpg,https://www.digikala.com/product/dkp-2825368/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%A8%D8%AF%D9%86-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-v-017/,,epc,product,product
8e9b6bf9f27e2da6.jpg,dataset_images/epc/8e9b6bf9f27e2da6.jpg,https://www.digikala.com/product/dkp-21739538/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-9783/,,epc,product,product
904a345e0887867e.jpg,dataset_images/epc/904a345e0887867e.jpg,https://www.digikala.com/product/dkp-16856995/%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D8%A8%D8%B1%D8%B3%D8%AF%D8%A7%D8%B1-%DA%86%D8%B1%D8%AE%D8%B4%DB%8C-1000-%D9%88%D8%A7%D8%AA-%D8%A8%D8%A7%D8%A8%DB%8C%D9%84%DB%8C%D8%B3-%D9%85%D8%AF%D9%84-as964roe-%D9%85%D9%88%D8%AA%D9%88%D8%B1-dc-%D9%88%D8%B2%D9%86-1050-%DA%AF%D8%B1%D9%85-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C-%D8%B3%D8%B1%DB%8C-%D8%A8%D8%B1%D8%B3%D8%AF%D8%A7%D8%B1-%DA%AF%D8%B1%D8%AF-%D8%A8%D8%A7%D8%B1%DB%8C%DA%A9-%D8%B3%D8%B1%DB%8C-%D8%A8%D8%B1%D8%B3%D8%AF%D8%A7%D8%B1-%D8%AA%D8%AE%D8%AA-%D8%B3%D8%B1%DB%8C-%DA%86%D8%B1%D8%AE%D8%B4%DB%8C-%D8%B3%D8%B1%DB%8C-%D8%AF%D9%86%D8%AF%D8%A7%D9%86%D9%87%D8%AF%D8%A7%D8%B1-%D8%A8%D8%A7-%D9%88%DB%8C%DA%98%DA%AF%DB%8C-%D8%B5%D8%A7%D9%81%DA%A9%D9%86%D9%86%D8%AF%DA%AF%DB%8C-%D8%A8%D8%A7-%D9%82%D8%A7%D8%A8%D9%84%DB%8C%D8%AA-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%DB%8C%D9%88%D9%86/,,epc,product,product
923a22b57397ae44.jpg,dataset_images/epc/923a22b57397ae44.jpg,https://www.digikala.com/product/dkp-20378892/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98%DB%8C-%D9%81%DB%8C%D9%84%DB%8C%D9%BE%D8%B3-%D9%85%D8%AF%D9%84-mg392015-%D8%A8%D8%A7-2-%D8%AA%DB%8C%D8%BA%D9%87-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%B6%D8%AF-%D8%B2%D9%86%DA%AF-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D8%B1%DA%AF%D9%88%D9%86%D9%88%D9%85%DB%8C%DA%A9-%D9%86%D9%85%D8%A7%DB%8C%D8%B4-%D9%88%D8%B6%D8%B9%DB%8C%D8%AA-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-%D8%B4%D8%A7%D9%86%D9%87-%D8%AB%D8%A7%D8%A8%D8%AA-%D9%88-%D9%85%D9%86%D8%A8%D8%B9-%D8%A7%D9%86%D8%B1%DA%98%DB%8C-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-%D9%82%D8%A7%D8%A8%D9%84-%D8%B4%D8%A7%D8%B1%DA%98/,,epc,remote,electronics
92b19e6505d98fb4.jpg,dataset_images/epc/92b19e6505d98fb4.jpg,https://www.digikala.com/product/dkp-13000265/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-v-931/,,epc,remote,electronics
952897faba6d45c9.jpg,dataset_images/epc/952897faba6d45c9.jpg,https://www.digikala.com/product/dkp-14014628/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%DB%8C-%D8%AC%DB%8C-%D8%A2%D8%B1-%D9%85%D8%AF%D9%84-v-005-%D8%A8%D8%A7-%D8%AA%DB%8C%D8%BA%D9%87-%DA%A9%D8%B1%D8%A8%D9%86-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D9%88-%D9%85%D8%AA%D8%A7%D9%84%D9%88%DA%98%DB%8C%DA%A9-%D9%BE%D9%88%D8%AF%D8%B1%DB%8C-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-%D9%84%DB%8C%D8%AA%DB%8C%D9%88%D9%85%DB%8C-2600-%D9%85%DB%8C%D9%84%DB%8C%D8%A2%D9%85%D9%BE%D8%B1-%D9%86%D9%85%D8%A7%DB%8C%D8%B4%DA%AF%D8%B1-led-%D9%82%D8%A7%D8%A8%D9%84%DB%8C%D8%AA-%D8%AA%D9%86%D8%B8%DB%8C%D9%85-%D8%B3%D8%B1%D8%B9%D8%AA-%D9%88-8-%D8%B4%D8%A7%D9%86%D9%87-%D8%A7%D9%86%D8%AF%D8%A7%D8%B2%D9%87%DA%AF%DB%8C%D8%B1%DB%8C-%D8%A7%D8%B2-15-%D8%AA%D8%A7-19-%D9%85%DB%8C%D9%84%DB%8C%D9%85%D8%AA%D8%B1-%D9%85%D8%AF%D8%AA-%D8%A7%D8%B3%D8%AA%D9%81%D8%A7%D8%AF%D9%87-250-%D8%AF%D9%82%DB%8C%D9%82%D9%87-%D9%BE%D8%B3-%D8%A7%D8%B2-%D8%B4%D8%A7%D8%B1%DA%98-%DA%A9%D8%A7%D9%85%D9%84/,,epc,remote,electronics
978fc432fa7e3379.jpg,dataset_images/epc/978fc432fa7e3379.jpg,https://www.digikala.com/product/dkp-1049738/%D8%A7%D8%AA%D9%88-%D9%85%D9%88-%D8%A8%D8%A7%DB%8C-%D8%A8%D8%A7%D8%A8%DB%8C%D9%84%DB%8C%D8%B3-%D9%86%D8%A7%D9%86%D9%88-%D9%85%D8%AF%D9%84-st-3300/,,epc,product,product
980ff88fd723b6da.jpg,dataset_images/epc/980ff88fd723b6da.jpg,https://www.digikala.com/product/dkp-13809364/%D9%81%D8%B1-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88-%D8%A8%D8%A7%D8%B1%D8%A7%D8%A8%D8%A7%D8%B3-%D9%86%D8%A7%D9%86%D9%88-%D9%85%D8%AF%D9%84-st2226/,,epc,product,product
98c868e07331f20e.jpg,dataset_images/epc/98c868e07331f20e.jpg,https://www.digikala.com/product/dkp-510451/%D8%A8%D8%B1%D8%B3-%D8%AD%D8%B1%D8%A7%D8%B1%D8%AA%DB%8C-%D8%B1%D9%88%D8%B2%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-hr767/,,epc,product,product
99504c5ab5efb885.jpg,dataset_images/epc/99504c5ab5efb885.jpg,https://www.digikala.com/product/dkp-22342194/%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D9%85%D8%B3%D8%A7%D9%81%D8%B1%D8%AA%DB%8C-850-%D9%88%D8%A7%D8%AA-%D9%85%DA%A9-%D9%85%D8%AF%D9%84-mc603/,,epc,product,product
998a37445720030e.jpg,dataset_images/epc/998a37445720030e.jpg,https://www.digikala.com/product/dkp-10860120/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D9%88-%D8%B5%D9%88%D8%B1%D8%AA-%D9%85%D8%AF%D9%84-r619/,,epc,product,product
9c0ea3a6aa2e37cb.jpg,dataset_images/epc/9c0ea3a6aa2e37cb.jpg,https://www.digikala.com/product/dkp-21599335/%D9%85%DB%8C%DA%A9%D8%B1%D9%88%D8%AF%D8%B1%D9%85-%D8%AE%D8%A7%D9%86%DA%AF%DB%8C-%D8%A8%D9%84%D9%88%DB%8C%D8%AF%DB%8C%D8%A7-%D9%85%D8%AF%D9%84-bld-2005/,,epc,product,product
a206faf0b0511fc1.jpg,dataset_images/epc/a206faf0b0511fc1.jpg,https://www.digikala.com/product/dkp-12466438/%D8%A8%D8%B1%D8%B3-%D8%AD%D8%B1%D8%A7%D8%B1%D8%AA%DB%8C-%D8%AF%DB%8C-%D8%A7%D8%B3-%D9%BE%DB%8C-%D9%85%D8%AF%D9%84-dsp-11009/,,epc,product,product
a43c5c354795ae00.jpg,dataset_images/epc/a43c5c354795ae00.jpg,https://www.digikala.com/product/dkp-22138400/%D8%B3%D8%B4%D9%88%D8%A7%D8%B1-%D8%A8%D8%B1%D8%B3-%D8%AF%D8%A7%D8%B1-%D8%AD%D8%A7%D9%84%D8%AA-%D8%AF%D9%87%D9%86%D8%AF%D9%87-1500-%D9%88%D8%A7%D8%AA-%D8%A7%D9%86%D8%B2%D9%88-%D9%BE%D8%B1%D9%88%D9%81%DB%8C%D8%B4%DB%8C%D9%86%D8%A7%D9%84-%D9%85%D8%AF%D9%84-en-4133-pro/,,epc,product,product
ace98d6b675dfe76.jpg,dataset_images/epc/ace98d6b675dfe76.jpg,https://www.digikala.com/product/dkp-16055441/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D9%85%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%DA%A9%DB%8C%D9%85%DB%8C-%D9%85%D8%AF%D9%84-km-2299-%D8%A8%D8%A7-%D8%AA%DB%8C%D8%BA%D9%87-%DA%A9%D8%B1%D8%A8%D9%86-%D8%A7%D8%B3%D8%AA%DB%8C%D9%84-%D8%A8%D8%A7%D8%AA%D8%B1%DB%8C-1200-%D9%85%DB%8C%D9%84%DB%8C%D8%A2%D9%85%D9%BE%D8%B1-%D8%B3%D8%A7%D8%B9%D8%AA-%D8%B4%D8%A7%D8%B1%DA%98-%D8%B3%D8%B1%DB%8C%D8%B9-3-%D8%B3%D8%A7%D8%B9%D8%AA%D9%87-%D8%A8%D8%A7-usb-type-c-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D8%A7%D8%B1%DA%AF%D9%88%D9%86%D9%88%D9%85%DB%8C%DA%A9-%D9%88-3-%D8%B4%D8%A7%D9%86%D9%87-%D8%AA%D9%86%D8%B8%DB%8C%D9%85-%D8%B7%D9%88%D9%84-%D9%85%D9%88/,,epc,product,product
ad197ad2fbc6a7c1.jpg,dataset_images/epc/ad197ad2fbc6a7c1.jpg,https://www.digikala.com/product/dkp-9672780/%D8%AF%D8%B3%D8%AA%DA%AF%D8%A7%D9%87-%D9%85%D9%88%D9%85-%DA%AF%D8%B1%D9%85-%DA%A9%D9%86-%D9%88-%D8%B0%D9%88%D8%A8-%D9%88%DA%A9%D8%B3-%D8%B3%D9%88%D9%84%D8%A7%D8%B1-%D8%A7%D8%B3%D8%AA%D8%A7%D8%B1-%D9%85%D8%AF%D9%84-601-%D8%A8%D9%87-%D9%87%D9%85%D8%B1%D8%A7%D9%87-%D9%BE%D8%AF-%D8%A7%D9%BE%DB%8C%D9%84%D8%A7%D8%B3%DB%8C%D9%88%D9%86-%D8%A8%D8%B3%D8%AA%D9%87-10-%D8%B9%D8%AF%D8%AF%DB%8C/,,epc,product,product
afa686eee95f6d00.jpg,dataset_images/epc/afa686eee95f6d00.jpg,https://www.digikala.com/product/dkp-12360009/%D8%A7%D8%AA%D9%88-%D9%85%D9%88-%D8%B1%D9%85%DB%8C%D9%86%DA%AF%D8%AA%D9%88%D9%86-%D9%85%D8%AF%D9%84-%DA%A9%D8%B1%D8%A7%D8%AA%DB%8C%D9%86%D9%87-%DA%A9%D8%AF-s8540/,,epc,product,product
